"Annual commercial landings and effort for the Crab by Trap fishery in the Pacific Region, by Pacific Fishery Management Area (PFMA) and Subarea.",,,,,,,,,,
"All data available through 2025, by calendar year",,,,,,,,,,
2025 data are preliminary,,,,,,,,,,
Selected Pacific Fishery Management Areas: 17,,,,,,,,,,
"Date compiled: July 7, 2026",,,,,,,,,,
"Information source: Fisheries and Oceans Canada, Pacific Region Science Branch, Stock Assessment and Research Division, Shellfish Data Unit",,,,,,,,,,
,commercial fishery harvest log data holdings,,,,,,,,,
Information presented in this worksheet has been summarized to respect individuals' rights to privacy,,,,,,,,,,
,as described in the Privacy Act and Access to Information Act,,,,,,,,,
,* information does not meet the requirement for release - fewer than 3 vessels reporting,,,,,,,,,
,** information withheld from public release so as to allow public release of information at the PFM Area level,,,,,,,,,
PFM areas and subareas for which zero landings and effort have been reported have been omitted from the table.,,,,,,,,,,
Effort is defined as the reported number of traps hauled,,,,,,,,,,
"This table Includes only regular commercial harvest records. It excludes any special harvesting, for example under scientific licence, test fishery, etc.",,,,,,,,,,
All information presented in this table arises from fishery dependent logbook programs.  Fishery dependent catch reporting relies on individual harvesters or groups of harvesters to monitor and report their own catch.,,,,,,,,,,
Dependability of data arising from fishery dependent catch reporting programs is higher for those fisheries which also participate in independent verification such as 3rd party monitoring programs.  ,,,,,,,,,,
Crab trap fisheries are not managed with comprehensive independent verification programs and as such the dependability of the data is unknown.,,,,,,,,,,
,,,,,,,,,,
Please consult the relevant Integrated Fisheries Management Plan for more information about this data. (Available at https://science-libraries.canada.ca/eng/fisheries-oceans/),,,,,,,,,,
,,,,,,,,,,
Fishery,Species¹,Year,PFMA,PFM Subarea†,Vessel Count,Number of Traps Hauled,Number Landed²,Weight Landed (lbs)²,,
Crab,VIA,1990,3,0,2,3898,*,*,,¹Harvesters are required to report catch for a single species for each set
Crab,VIA,1990,3,Total,2,3898,*,*,,"VIA = Lithodio (King) Crabs, various species (Family Lithodidae)"
Crab,VIA,1990,5,16,1,30,*,*,,XKG = Dungeness Crabs (Metacarcinus magister)
Crab,VIA,1990,5,Total,1,30,*,*,,XLA = Red Rock Crabs (Cancer productus)
Crab,VIA,1991,3,0,1,20,*,*,,ZAD = Tanner Crabs (Genus Chionoecetes) None reported after 2014
Crab,VIA,1991,3,7,2,204,*,*,,
Crab,VIA,1991,3,8,1,210,*,*,,²Number landed or Weight may include derived values when only one of either was reported.
Crab,VIA,1991,3,9,1,290,*,*,,Dungeness calculated by PFMA based on an analysis conducted in 1994. Other crab species based on all data available at time of compilation.
Crab,VIA,1991,3,10,1,394,*,*,,
Crab,VIA,1991,3,11,3,2266,1629,6772,,"†NOTE: Values are duplicated in this table, to allow the release of data for areas where few vessels operate."
Crab,VIA,1991,3,12,1,150,*,*,,"Landings are presented separately for each Subarea and again as a sum ""Total"" for each PFMA."
Crab,VIA,1991,3,13,2,3820,*,*,,
Crab,VIA,1991,3,14,3,1177,457,2632,,This data is provided under the Open Government Licence - Canada (https://open.canada.ca/en/open-government-licence-canada)
Crab,VIA,1991,3,15,2,120,*,*,,The Shellfish Data Unit may be contacted by email at: PACSDU@dfo-mpo.gc.ca
Crab,VIA,1991,3,17,3,2641,2142,10223,,
Crab,VIA,1991,3,Total,4,11292,8186,38585,,
Crab,VIA,1991,5,2,1,40,*,*,,
Crab,VIA,1991,5,23,1,55,*,*,,
Crab,VIA,1991,5,Total,2,95,*,*,,
Crab,VIA,1992,3,3,1,12,*,*,,
Crab,VIA,1992,3,6,1,3,*,*,,
Crab,VIA,1992,3,7,1,92,*,*,,
Crab,VIA,1992,3,8,1,45,*,*,,
Crab,VIA,1992,3,9,1,42,*,*,,
Crab,VIA,1992,3,11,4,2743,3337,15702,,
Crab,VIA,1992,3,14,2,1243,*,*,,
Crab,VIA,1992,3,15,1,1230,*,*,,
Crab,VIA,1992,3,17,4,572,942,4755,,
